File: PPVCRevitAddin\annotation_whitelist.csv
````````
ppvc_name,view_name,element_id,annotation_type
PPVC 03_Typ 1,Elevation D,12384157,Dimension
PPVC 03_Typ 1,Elevation D,12384215,Dimension
PPVC 03_Typ 1,Elevation D,12320464,TextNote
PPVC 03_Typ 1,Elevation D,12320476,TextNote
PPVC 03_Typ 1,Elevation D,12336232,TextNote
PPVC 03_Typ 1,Elevation D,12321367,TextNote
PPVC 03_Typ 1,Elevation D,12321389,TextNote
PPVC 03_Typ 1,Elevation D,12321406,TextNote
PPVC 03_Typ 1,Elevation D,12322181,TextNote
PPVC 03_Typ 1,Elevation D,12322357,TextNote
PPVC 03_Typ 1,Elevation D,12340175,TextNote
PPVC 03_Typ 1,Elevation D,12375886,TextNote
PPVC 03_Typ 1,Elevation D,12321590,TextNote
PPVC 03_Typ 1,Elevation D,12321600,TextNote
PPVC 03_Typ 1,Elevation D,12321607,TextNote
PPVC 04_Typ 1,Elevation A,11905836,Dimension
PPVC 04_Typ 1,Elevation A,11905848,Dimension
PPVC 04_Typ 1,Elevation A,11906171,Dimension
PPVC 04_Typ 1,Elevation A,11906243,Dimension
PPVC 04_Typ 1,Elevation A,11906331,Dimension
PPVC 04_Typ 1,Elevation A,11906455,Dimension
PPVC 04_Typ 1,Elevation A,11908056,Dimension
PPVC 04_Typ 1,Elevation A,11908068,Dimension
PPVC 04_Typ 1,Elevation A,11908081,Dimension
PPVC 04_Typ 1,Elevation A,11910665,Dimension
PPVC 04_Typ 1,Elevation A,11914901,Dimension
PPVC 04_Typ 1,Elevation A,12007339,Dimension
PPVC 04_Typ 1,Elevation A,12013277,Dimension
PPVC 04_Typ 1,Elevation A,12015799,Dimension
PPVC 04_Typ 1,Elevation A,12015871,Dimension
PPVC 04_Typ 1,Elevation A,11812690,TextNote
PPVC 04_Typ 1,Elevation A,11818213,TextNote
PPVC 04_Typ 1,Elevation A,11868099,TextNote
PPVC 04_Typ 1,Elevation A,11892092,TextNote
PPVC 04_Typ 1,Elevation A,11918538,TextNote
PPVC 04_Typ 1,Elevation A,12003651,TextNote
PPVC 04_Typ 1,Elevation A,12014438,TextNote
PPVC 04_Typ 1,Elevation A,12015798,TextNote
PPVC 04_Typ 1,Elevation B,11812690,Dimension
PPVC 04_Typ 1,Elevation B,11815822,Dimension
PPVC 04_Typ 1,Elevation B,11818213,Dimension
PPVC 04_Typ 1,Elevation B,11868099,Dimension
PPVC 04_Typ 1,Elevation B,11892092,Dimension
PPVC 04_Typ 1,Elevation B,11898662,Dimension
PPVC 04_Typ 1,Elevation B,11898675,Dimension
PPVC 04_Typ 1,Elevation B,11899170,Dimension
PPVC 04_Typ 1,Elevation B,11899208,Dimension
PPVC 04_Typ 1,Elevation B,11899724,Dimension
PPVC 04_Typ 1,Elevation B,11899737,Dimension
PPVC 04_Typ 1,Elevation B,11918538,Dimension
PPVC 04_Typ 1,Elevation B,12003651,Dimension
PPVC 04_Typ 1,Elevation B,12014438,Dimension
PPVC 04_Typ 1,Elevation B,12015798,Dimension
PPVC 04_Typ 1,Elevation B,11811366,TextNote
PPVC 04_Typ 1,Elevation B,11818207,TextNote
PPVC 04_Typ 1,Elevation B,11955047,TextNote
PPVC 04_Typ 1,Elevation B,12000697,TextNote
PPVC 04_Typ 1,Elevation C,11811366,Dimension
PPVC 04_Typ 1,Elevation C,11818207,Dimension
PPVC 04_Typ 1,Elevation C,11893033,Dimension
PPVC 04_Typ 1,Elevation C,11907212,Dimension
PPVC 04_Typ 1,Elevation C,11907224,Dimension
PPVC 04_Typ 1,Elevation C,11907430,Dimension
PPVC 04_Typ 1,Elevation C,11907783,Dimension
PPVC 04_Typ 1,Elevation C,11907803,Dimension
PPVC 04_Typ 1,Elevation C,11907815,Dimension
PPVC 04_Typ 1,Elevation C,11907853,Dimension
PPVC 04_Typ 1,Elevation C,11907918,Dimension
PPVC 04_Typ 1,Elevation C,11908020,Dimension
PPVC 04_Typ 1,Elevation C,11908044,Dimension
PPVC 04_Typ 1,Elevation C,11910675,Dimension
PPVC 04_Typ 1,Elevation C,11955047,Dimension
PPVC 04_Typ 1,Elevation C,11959709,Dimension
PPVC 04_Typ 1,Elevation C,11960193,Dimension
PPVC 04_Typ 1,Elevation C,11960603,Dimension
PPVC 04_Typ 1,Elevation C,12000697,Dimension
PPVC 04_Typ 1,Elevation C,12011623,Dimension
PPVC 04_Typ 1,Elevation C,12014452,Dimension
PPVC 04_Typ 1,Elevation C,11818200,TextNote
PPVC 04_Typ 1,Elevation C,11831388,TextNote
PPVC 04_Typ 1,Elevation C,11833753,TextNote
PPVC 04_Typ 1,Elevation C,11833775,TextNote
PPVC 04_Typ 1,Elevation C,11907530,TextNote
PPVC 04_Typ 1,Elevation D,11899945,Dimension
PPVC 04_Typ 1,Elevation D,11899957,Dimension
PPVC 04_Typ 1,Elevation D,11904781,Dimension
PPVC 04_Typ 1,Elevation D,11905014,Dimension
PPVC 04_Typ 1,Elevation D,11905026,Dimension
PPVC 04_Typ 1,Elevation D,11905110,Dimension
PPVC 04_Typ 1,Elevation D,11905122,Dimension
PPVC 04_Typ 1,Elevation D,11905284,Dimension
PPVC 04_Typ 1,Elevation D,11905304,Dimension
PPVC 04_Typ 1,Elevation D,11905516,Dimension
PPVC 04_Typ 1,Elevation D,11905523,Dimension
PPVC 04_Typ 1,Elevation D,11905553,Dimension
PPVC 04_Typ 1,Elevation D,11907764,Dimension
PPVC 04_Typ 1,Elevation D,11921796,Dimension
PPVC 04_Typ 1,Elevation D,11942950,Dimension
PPVC 04_Typ 1,Elevation D,11956163,Dimension
PPVC 04_Typ 1,Elevation D,12000013,Dimension
PPVC 04_Typ 1,Elevation D,11811374,TextNote
PPVC 04_Typ 1,Elevation D,11811375,TextNote
PPVC 04_Typ 1,Elevation D,11811376,TextNote
PPVC 04_Typ 1,Elevation D,11811399,TextNote
PPVC 04_Typ 1,Elevation D,11831402,TextNote
PPVC 04_Typ 1,Elevation D,11886971,TextNote
PPVC 04_Typ 1,Elevation D,11893333,TextNote
PPVC 05, 16_Typ,Elevation A,11747986,Dimension
PPVC 05, 16_Typ,Elevation A,11747998,Dimension
PPVC 05, 16_Typ,Elevation A,11749787,Dimension
PPVC 05, 16_Typ,Elevation A,11753847,Dimension
PPVC 05, 16_Typ,Elevation A,11798274,Dimension
PPVC 05, 16_Typ,Elevation A,11798344,Dimension
PPVC 05, 16_Typ,Elevation A,11893032,Dimension
PPVC 05, 16_Typ,Elevation A,11893108,Dimension
